station,time,temperature_2m,relative_humidity_2m,dew_point_2m,wind_speed_10m,shortwave_radiation,apparent_temperature
SanAntonio,2021-01-01 00:00:00,36.4,85,32.3,5.9,0.0,30.1
SanAntonio,2021-01-01 01:00:00,36.9,83,32.2,7.7,0.0,29.8
SanAntonio,2021-01-01 02:00:00,36.6,82,31.6,7.0,0.0,29.8
SanAntonio,2021-01-01 03:00:00,36.4,82,31.5,6.5,0.0,29.8
SanAntonio,2021-01-01 04:00:00,36.4,84,32.1,5.5,0.0,30.3
SanAntonio,2021-01-01 05:00:00,36.0,84,31.6,5.7,0.0,29.7
SanAntonio,2021-01-01 06:00:00,35.5,86,31.7,4.0,0.0,29.9
SanAntonio,2021-01-01 07:00:00,35.3,85,31.2,3.2,0.0,30.0
SanAntonio,2021-01-01 08:00:00,34.7,84,30.4,2.4,0.0,29.7
SanAntonio,2021-01-01 09:00:00,34.7,87,31.3,2.6,26.0,29.7
SanAntonio,2021-01-01 10:00:00,40.6,80,34.9,4.9,180.0,35.1
SanAntonio,2021-01-01 11:00:00,45.0,72,36.5,11.0,359.0,37.3
SanAntonio,2021-01-01 12:00:00,47.7,69,38.0,9.8,512.0,40.8
SanAntonio,2021-01-01 13:00:00,50.3,65,39.0,8.1,594.0,44.7
SanAntonio,2021-01-01 14:00:00,53.0,58,38.6,8.5,668.0,47.9
SanAntonio,2021-01-01 15:00:00,54.5,59,40.5,10.6,635.0,48.6
SanAntonio,2021-01-01 16:00:00,56.1,55,40.1,10.2,530.0,49.4
SanAntonio,2021-01-01 17:00:00,55.9,54,39.5,9.9,369.0,49.2
SanAntonio,2021-01-01 18:00:00,54.2,58,39.7,7.4,182.0,48.6
SanAntonio,2021-01-01 19:00:00,50.8,61,37.9,5.4,0.0,45.7
SanAntonio,2021-01-01 20:00:00,47.6,68,37.6,4.0,0.0,43.0
SanAntonio,2021-01-01 21:00:00,45.0,69,35.4,3.6,0.0,40.2
SanAntonio,2021-01-01 22:00:00,43.0,74,35.3,1.4,0.0,39.2
SanAntonio,2021-01-01 23:00:00,41.4,76,34.4,2.0,0.0,37.1
SanAntonio,2021-01-02 00:00:00,40.3,78,34.0,2.6,0.0,35.7
SanAntonio,2021-01-02 01:00:00,40.9,81,35.5,2.7,0.0,36.4
SanAntonio,2021-01-02 02:00:00,41.0,78,34.7,3.2,0.0,36.3
SanAntonio,2021-01-02 03:00:00,41.2,76,34.2,2.4,0.0,36.7
SanAntonio,2021-01-02 04:00:00,41.1,76,34.1,1.5,0.0,37.0
SanAntonio,2021-01-02 05:00:00,40.8,78,34.4,2.0,0.0,36.5
SanAntonio,2021-01-02 06:00:00,38.6,80,33.0,2.7,0.0,33.8
SanAntonio,2021-01-02 07:00:00,36.6,84,32.2,3.0,0.0,31.6
SanAntonio,2021-01-02 08:00:00,35.3,85,31.2,1.4,0.0,30.7
SanAntonio,2021-01-02 09:00:00,34.7,89,31.8,2.7,26.0,29.7
SanAntonio,2021-01-02 10:00:00,40.5,79,34.5,3.3,180.0,35.7
SanAntonio,2021-01-02 11:00:00,46.1,58,32.1,3.6,376.0,40.8
SanAntonio,2021-01-02 12:00:00,50.9,51,33.4,3.2,538.0,46.0
SanAntonio,2021-01-02 13:00:00,55.9,39,31.3,5.2,639.0,50.7
SanAntonio,2021-01-02 14:00:00,58.9,32,29.1,7.1,679.0,53.0
SanAntonio,2021-01-02 15:00:00,60.8,27,26.6,7.1,652.0,54.3
SanAntonio,2021-01-02 16:00:00,62.1,25,25.8,7.4,555.0,54.3
SanAntonio,2021-01-02 17:00:00,61.9,24,24.7,7.6,396.0,53.9
SanAntonio,2021-01-02 18:00:00,61.2,24,24.1,5.8,190.0,53.8
SanAntonio,2021-01-02 19:00:00,56.2,26,21.7,4.3,0.0,49.2
SanAntonio,2021-01-02 20:00:00,50.8,36,24.8,3.6,0.0,44.5
SanAntonio,2021-01-02 21:00:00,48.5,35,22.1,3.7,0.0,41.8
SanAntonio,2021-01-02 22:00:00,46.3,42,24.4,2.4,0.0,40.4
SanAntonio,2021-01-02 23:00:00,44.4,42,22.7,2.8,0.0,38.1
SanAntonio,2021-01-03 00:00:00,41.7,52,25.3,1.8,0.0,36.1
SanAntonio,2021-01-03 01:00:00,39.6,56,25.2,1.7,0.0,34.1
SanAntonio,2021-01-03 02:00:00,37.8,61,25.5,2.1,0.0,32.2
SanAntonio,2021-01-03 03:00:00,36.4,67,26.5,2.8,0.0,30.7
SanAntonio,2021-01-03 04:00:00,34.8,74,27.4,2.2,0.0,29.4
SanAntonio,2021-01-03 05:00:00,33.6,74,26.2,2.6,0.0,27.8
SanAntonio,2021-01-03 06:00:00,33.0,77,26.6,2.1,0.0,27.6
SanAntonio,2021-01-03 07:00:00,32.9,75,25.9,1.8,0.0,27.5
SanAntonio,2021-01-03 08:00:00,32.6,73,24.9,1.7,0.0,27.1
SanAntonio,2021-01-03 09:00:00,33.5,74,26.1,3.5,26.0,27.3
SanAntonio,2021-01-03 10:00:00,43.0,74,35.3,2.6,181.0,38.6
SanAntonio,2021-01-03 11:00:00,51.7,60,38.2,6.8,376.0,46.0
SanAntonio,2021-01-03 12:00:00,57.8,47,37.7,9.5,534.0,50.9
SanAntonio,2021-01-03 13:00:00,61.5,43,38.8,10.4,639.0,55.2
SanAntonio,2021-01-03 14:00:00,64.5,39,39.0,9.3,673.0,59.2
SanAntonio,2021-01-03 15:00:00,66.8,36,39.0,10.6,642.0,60.5
SanAntonio,2021-01-03 16:00:00,68.1,32,37.1,9.2,544.0,61.3
SanAntonio,2021-01-03 17:00:00,69.2,29,35.6,8.2,387.0,62.5
SanAntonio,2021-01-03 18:00:00,67.6,27,32.4,6.0,192.0,61.3
SanAntonio,2021-01-03 19:00:00,61.9,31,30.9,4.7,0.0,55.9
SanAntonio,2021-01-03 20:00:00,57.1,34,29.0,2.6,0.0,51.8
SanAntonio,2021-01-03 21:00:00,52.7,42,30.3,1.8,0.0,47.9
SanAntonio,2021-01-03 22:00:00,49.3,57,34.7,2.5,0.0,44.9
SanAntonio,2021-01-03 23:00:00,47.3,63,35.4,1.0,0.0,43.6
SanAntonio,2021-01-04 00:00:00,46.3,61,33.6,2.9,0.0,41.5
SanAntonio,2021-01-04 01:00:00,44.9,64,33.5,1.7,0.0,40.6
SanAntonio,2021-01-04 02:00:00,43.3,65,32.3,2.9,0.0,38.3
SanAntonio,2021-01-04 03:00:00,41.5,73,33.5,2.4,0.0,36.9
SanAntonio,2021-01-04 04:00:00,39.8,79,33.8,3.3,0.0,34.8
SanAntonio,2021-01-04 05:00:00,38.2,78,31.9,3.7,0.0,32.8
SanAntonio,2021-01-04 06:00:00,37.1,82,32.1,3.0,0.0,32.0
SanAntonio,2021-01-04 07:00:00,36.8,81,31.5,2.1,0.0,32.0
SanAntonio,2021-01-04 08:00:00,36.4,81,31.1,1.4,0.0,31.8
SanAntonio,2021-01-04 09:00:00,37.6,81,32.3,3.6,25.0,32.3
SanAntonio,2021-01-04 10:00:00,44.5,92,42.3,0.5,176.0,42.3
SanAntonio,2021-01-04 11:00:00,55.0,69,45.0,1.9,369.0,52.9
SanAntonio,2021-01-04 12:00:00,63.5,61,49.8,5.3,527.0,61.3
SanAntonio,2021-01-04 13:00:00,69.3,47,48.2,5.5,632.0,67.4
SanAntonio,2021-01-04 14:00:00,72.7,38,45.6,4.6,671.0,71.0
SanAntonio,2021-01-04 15:00:00,75.6,23,35.2,3.4,644.0,71.9
SanAntonio,2021-01-04 16:00:00,76.3,22,34.7,3.2,551.0,71.6
SanAntonio,2021-01-04 17:00:00,76.5,23,35.9,0.5,394.0,73.1
SanAntonio,2021-01-04 18:00:00,75.4,22,33.9,1.1,193.0,71.4
SanAntonio,2021-01-04 19:00:00,67.3,25,30.3,3.1,0.0,61.9
SanAntonio,2021-01-04 20:00:00,60.1,36,33.1,5.6,0.0,54.1
SanAntonio,2021-01-04 21:00:00,58.3,33,29.3,3.0,0.0,52.8
SanAntonio,2021-01-04 22:00:00,54.8,40,30.9,4.5,0.0,48.9
SanAntonio,2021-01-04 23:00:00,52.8,45,32.1,4.3,0.0,47.2
SanAntonio,2021-01-05 00:00:00,51.0,49,32.5,4.3,0.0,45.5
SanAntonio,2021-01-05 01:00:00,50.2,51,32.8,4.0,0.0,44.8
SanAntonio,2021-01-05 02:00:00,49.0,53,32.6,4.3,0.0,43.5
SanAntonio,2021-01-05 03:00:00,48.7,48,29.9,4.3,0.0,42.7
SanAntonio,2021-01-05 04:00:00,47.8,54,31.9,3.6,0.0,42.4
SanAntonio,2021-01-05 05:00:00,47.2,57,32.7,2.7,0.0,42.3
SanAntonio,2021-01-05 06:00:00,47.2,56,32.3,4.3,0.0,41.6
SanAntonio,2021-01-05 07:00:00,46.2,58,32.2,3.6,0.0,40.8
SanAntonio,2021-01-05 08:00:00,45.2,61,32.5,1.9,0.0,40.6
SanAntonio,2021-01-05 09:00:00,46.7,69,37.1,2.2,6.0,42.8
SanAntonio,2021-01-05 10:00:00,52.3,60,38.8,3.2,87.0,48.3
SanAntonio,2021-01-05 11:00:00,54.7,64,42.8,4.0,170.0,51.2
SanAntonio,2021-01-05 12:00:00,56.0,75,48.2,1.9,188.0,54.7
SanAntonio,2021-01-05 13:00:00,58.1,80,52.0,2.4,214.0,57.7
SanAntonio,2021-01-05 14:00:00,59.9,77,52.7,1.0,313.0,60.3
SanAntonio,2021-01-05 15:00:00,62.3,81,56.4,4.4,259.0,62.4
SanAntonio,2021-01-05 16:00:00,64.3,78,57.2,5.9,322.0,64.1
SanAntonio,2021-01-05 17:00:00,65.8,73,56.9,5.8,290.0,65.6
SanAntonio,2021-01-05 18:00:00,65.4,75,57.3,4.7,143.0,65.8
SanAntonio,2021-01-05 19:00:00,61.9,76,54.3,4.7,0.0,61.3
SanAntonio,2021-01-05 20:00:00,62.4,85,57.8,4.8,0.0,62.9
SanAntonio,2021-01-05 21:00:00,62.1,91,59.4,6.0,0.0,62.7
SanAntonio,2021-01-05 22:00:00,62.8,90,59.8,5.9,0.0,63.7
SanAntonio,2021-01-05 23:00:00,62.6,92,60.3,5.9,0.0,63.6
SanAntonio,2021-01-06 00:00:00,61.8,95,60.4,7.3,0.0,62.3
SanAntonio,2021-01-06 01:00:00,62.5,91,59.8,5.3,0.0,63.5
SanAntonio,2021-01-06 02:00:00,61.8,96,60.7,5.0,0.0,63.4
SanAntonio,2021-01-06 03:00:00,62.3,95,60.8,3.7,0.0,64.4
SanAntonio,2021-01-06 04:00:00,62.5,94,60.8,2.8,0.0,65.1
SanAntonio,2021-01-06 05:00:00,62.9,93,60.8,2.7,0.0,65.5
SanAntonio,2021-01-06 06:00:00,63.8,92,61.4,3.8,0.0,66.2
SanAntonio,2021-01-06 07:00:00,64.0,91,61.3,4.7,0.0,65.9
SanAntonio,2021-01-06 08:00:00,63.6,93,61.6,3.6,0.0,66.1
SanAntonio,2021-01-06 09:00:00,63.5,94,61.8,4.5,2.0,65.8
SanAntonio,2021-01-06 10:00:00,63.6,97,62.8,4.3,51.0,66.3
SanAntonio,2021-01-06 11:00:00,64.2,93,62.1,7.6,23.0,65.2
SanAntonio,2021-01-06 12:00:00,64.3,93,62.3,8.6,35.0,65.0
SanAntonio,2021-01-06 13:00:00,65.7,86,61.4,12.1,85.0,64.5
SanAntonio,2021-01-06 14:00:00,69.4,71,59.6,12.6,231.0,67.3
SanAntonio,2021-01-06 15:00:00,69.0,59,54.1,13.6,403.0,64.5
SanAntonio,2021-01-06 16:00:00,71.3,39,45.0,16.8,427.0,62.9
SanAntonio,2021-01-06 17:00:00,69.7,30,36.8,15.4,400.0,60.1
SanAntonio,2021-01-06 18:00:00,67.8,27,32.6,15.5,203.0,57.5
SanAntonio,2021-01-06 19:00:00,62.9,34,34.1,10.4,0.0,55.0
SanAntonio,2021-01-06 20:00:00,61.2,32,31.1,8.5,0.0,53.6
SanAntonio,2021-01-06 21:00:00,57.4,40,33.3,6.4,0.0,51.1
SanAntonio,2021-01-06 22:00:00,56.9,39,32.2,9.8,0.0,48.9
SanAntonio,2021-01-06 23:00:00,55.7,42,33.0,9.5,0.0,48.0
SanAntonio,2021-01-07 00:00:00,53.9,43,31.9,7.8,0.0,46.8
SanAntonio,2021-01-07 01:00:00,52.5,43,30.6,8.1,0.0,45.0
SanAntonio,2021-01-07 02:00:00,51.1,47,31.6,6.7,0.0,44.4
SanAntonio,2021-01-07 03:00:00,49.3,49,30.9,5.2,0.0,43.1
SanAntonio,2021-01-07 04:00:00,48.4,45,28.0,6.2,0.0,41.4
SanAntonio,2021-01-07 05:00:00,47.6,46,27.8,8.7,0.0,39.5
SanAntonio,2021-01-07 06:00:00,47.2,41,24.7,8.9,0.0,38.7
SanAntonio,2021-01-07 07:00:00,45.8,43,24.6,7.9,0.0,37.6
SanAntonio,2021-01-07 08:00:00,45.1,44,24.5,8.1,0.0,36.8
SanAntonio,2021-01-07 09:00:00,44.9,51,27.9,4.4,27.0,38.6
SanAntonio,2021-01-07 10:00:00,49.9,43,28.2,12.5,186.0,40.2
SanAntonio,2021-01-07 11:00:00,53.1,38,28.1,13.0,385.0,43.2
SanAntonio,2021-01-07 12:00:00,56.3,32,26.8,12.8,549.0,46.4
SanAntonio,2021-01-07 13:00:00,59.2,30,27.8,13.0,655.0,50.2
SanAntonio,2021-01-07 14:00:00,61.1,30,29.4,12.4,695.0,52.9
SanAntonio,2021-01-07 15:00:00,62.9,28,29.3,11.6,667.0,54.8
SanAntonio,2021-01-07 16:00:00,63.8,25,27.3,9.7,569.0,55.4
SanAntonio,2021-01-07 17:00:00,63.8,25,27.3,10.1,413.0,55.0
SanAntonio,2021-01-07 18:00:00,62.8,23,24.4,7.5,209.0,54.8
SanAntonio,2021-01-07 19:00:00,57.6,24,21.0,3.1,0.0,51.1
SanAntonio,2021-01-07 20:00:00,52.6,30,22.0,2.2,0.0,46.5
SanAntonio,2021-01-07 21:00:00,48.1,37,23.1,3.4,0.0,41.7
SanAntonio,2021-01-07 22:00:00,46.1,39,22.5,2.3,0.0,40.0
SanAntonio,2021-01-07 23:00:00,44.1,48,25.6,3.4,0.0,38.0
SanAntonio,2021-01-08 00:00:00,42.8,48,24.5,3.2,0.0,36.6
SanAntonio,2021-01-08 01:00:00,41.4,49,23.7,4.3,0.0,34.6
SanAntonio,2021-01-08 02:00:00,39.9,56,25.4,4.3,0.0,33.3
SanAntonio,2021-01-08 03:00:00,38.3,73,30.4,3.6,0.0,32.7
SanAntonio,2021-01-08 04:00:00,37.4,77,30.9,3.8,0.0,31.8
SanAntonio,2021-01-08 05:00:00,36.6,78,30.4,4.1,0.0,30.8
SanAntonio,2021-01-08 06:00:00,36.3,79,30.4,3.6,0.0,30.7
SanAntonio,2021-01-08 07:00:00,35.2,78,29.0,3.6,0.0,29.4
SanAntonio,2021-01-08 08:00:00,34.2,78,28.0,2.2,0.0,28.8
SanAntonio,2021-01-08 09:00:00,34.6,83,30.0,3.1,25.0,29.2
SanAntonio,2021-01-08 10:00:00,41.8,77,35.1,6.6,178.0,35.6
SanAntonio,2021-01-08 11:00:00,45.9,71,37.0,9.7,339.0,38.8
SanAntonio,2021-01-08 12:00:00,49.6,58,35.4,8.4,508.0,42.8
SanAntonio,2021-01-08 13:00:00,52.0,55,36.3,7.1,640.0,46.8
SanAntonio,2021-01-08 14:00:00,54.9,48,35.6,6.5,684.0,50.3
SanAntonio,2021-01-08 15:00:00,57.2,42,34.3,5.7,656.0,52.5
SanAntonio,2021-01-08 16:00:00,57.8,41,34.2,5.9,562.0,51.9
SanAntonio,2021-01-08 17:00:00,58.2,40,34.0,6.2,405.0,52.1
SanAntonio,2021-01-08 18:00:00,56.7,40,32.6,6.7,206.0,50.1
SanAntonio,2021-01-08 19:00:00,52.2,43,30.4,4.8,0.0,46.1
SanAntonio,2021-01-08 20:00:00,48.4,53,32.1,4.0,0.0,42.9
SanAntonio,2021-01-08 21:00:00,45.6,60,32.5,4.2,0.0,40.1
SanAntonio,2021-01-08 22:00:00,43.3,66,32.7,2.5,0.0,38.5
SanAntonio,2021-01-08 23:00:00,41.2,71,32.5,2.3,0.0,36.5
SanAntonio,2021-01-09 00:00:00,39.4,72,31.1,2.7,0.0,34.3
SanAntonio,2021-01-09 01:00:00,38.1,75,30.8,2.5,0.0,33.0
SanAntonio,2021-01-09 02:00:00,36.3,80,30.7,3.1,0.0,30.9
SanAntonio,2021-01-09 03:00:00,35.2,85,31.1,4.2,0.0,29.5
SanAntonio,2021-01-09 04:00:00,34.1,84,29.8,3.2,0.0,28.6
SanAntonio,2021-01-09 05:00:00,33.6,86,29.8,3.2,0.0,28.1
SanAntonio,2021-01-09 06:00:00,32.8,86,29.0,3.0,0.0,27.2
SanAntonio,2021-01-09 07:00:00,32.9,84,28.6,1.3,0.0,28.1
SanAntonio,2021-01-09 08:00:00,32.1,83,27.5,3.1,0.0,26.3
SanAntonio,2021-01-09 09:00:00,31.7,90,29.1,2.5,25.0,26.4
SanAntonio,2021-01-09 10:00:00,38.2,82,33.1,4.7,178.0,32.5
SanAntonio,2021-01-09 11:00:00,43.6,71,34.9,6.9,363.0,37.3
SanAntonio,2021-01-09 12:00:00,47.0,65,35.8,9.5,524.0,39.8
SanAntonio,2021-01-09 13:00:00,49.2,63,37.2,9.3,594.0,42.8
SanAntonio,2021-01-09 14:00:00,51.1,57,36.4,10.1,622.0,44.4
SanAntonio,2021-01-09 15:00:00,52.3,53,35.7,11.5,412.0,44.2
SanAntonio,2021-01-09 16:00:00,52.6,53,35.9,7.2,473.0,46.3
SanAntonio,2021-01-09 17:00:00,51.2,54,35.1,6.7,102.0,45.1
SanAntonio,2021-01-09 18:00:00,51.0,52,34.0,5.9,32.0,45.0
SanAntonio,2021-01-09 19:00:00,50.0,50,32.1,5.3,0.0,44.0
SanAntonio,2021-01-09 20:00:00,49.7,57,35.1,4.0,0.0,44.6
SanAntonio,2021-01-09 21:00:00,49.4,61,36.5,4.3,0.0,44.5
SanAntonio,2021-01-09 22:00:00,48.4,57,33.9,5.0,0.0,42.8
SanAntonio,2021-01-09 23:00:00,48.9,57,34.3,4.2,0.0,43.6
SanAntonio,2021-01-10 00:00:00,48.2,55,32.8,5.6,0.0,42.2
SanAntonio,2021-01-10 01:00:00,47.6,56,32.7,6.7,0.0,41.0
SanAntonio,2021-01-10 02:00:00,46.7,65,35.6,7.9,0.0,40.1
SanAntonio,2021-01-10 03:00:00,45.8,65,34.7,8.6,0.0,38.8
SanAntonio,2021-01-10 04:00:00,45.4,69,35.8,10.3,0.0,37.8
SanAntonio,2021-01-10 05:00:00,44.8,74,37.0,11.4,0.0,37.0
SanAntonio,2021-01-10 06:00:00,43.6,77,36.9,11.9,0.0,35.6
SanAntonio,2021-01-10 07:00:00,42.1,87,38.5,8.9,0.0,35.7
SanAntonio,2021-01-10 08:00:00,41.5,92,39.3,9.5,0.0,34.9
SanAntonio,2021-01-10 09:00:00,41.5,89,38.5,6.4,2.0,36.1
SanAntonio,2021-01-10 10:00:00,40.9,92,38.7,11.4,8.0,33.4
SanAntonio,2021-01-10 11:00:00,39.9,91,37.4,11.6,7.0,32.1
SanAntonio,2021-01-10 12:00:00,38.3,92,36.2,12.9,33.0,29.8
SanAntonio,2021-01-10 13:00:00,37.1,94,35.5,12.9,91.0,28.4
SanAntonio,2021-01-10 14:00:00,36.1,93,34.3,11.6,158.0,27.7
SanAntonio,2021-01-10 15:00:00,36.0,91,33.6,11.2,43.0,27.7
SanAntonio,2021-01-10 16:00:00,36.5,91,34.2,13.3,36.0,27.4
SanAntonio,2021-01-10 17:00:00,37.2,89,34.2,12.1,101.0,28.6
SanAntonio,2021-01-10 18:00:00,37.2,87,33.7,12.0,49.0,28.5
SanAntonio,2021-01-10 19:00:00,36.6,86,32.8,12.2,0.0,27.8
SanAntonio,2021-01-10 20:00:00,36.9,86,33.1,10.3,0.0,28.9
SanAntonio,2021-01-10 21:00:00,37.0,84,32.6,10.1,0.0,29.0
SanAntonio,2021-01-10 22:00:00,36.8,85,32.7,7.4,0.0,30.0
SanAntonio,2021-01-10 23:00:00,36.8,83,32.1,9.2,0.0,29.1
SanAntonio,2021-01-11 00:00:00,36.4,85,32.3,6.6,0.0,29.8
SanAntonio,2021-01-11 01:00:00,36.7,84,32.3,7.7,0.0,29.7
SanAntonio,2021-01-11 02:00:00,37.1,83,32.4,7.8,0.0,30.0
SanAntonio,2021-01-11 03:00:00,37.0,82,32.0,7.6,0.0,29.9
SanAntonio,2021-01-11 04:00:00,36.7,84,32.3,5.8,0.0,30.5
SanAntonio,2021-01-11 05:00:00,36.6,86,32.8,4.5,0.0,31.0
SanAntonio,2021-01-11 06:00:00,36.8,84,32.4,6.0,0.0,30.5
SanAntonio,2021-01-11 07:00:00,36.2,83,31.5,5.6,0.0,29.9
SanAntonio,2021-01-11 08:00:00,34.9,86,31.2,4.6,0.0,29.0
SanAntonio,2021-01-11 09:00:00,34.8,88,31.6,2.3,14.0,30.0
SanAntonio,2021-01-11 10:00:00,37.5,83,32.8,5.0,180.0,31.7
SanAntonio,2021-01-11 11:00:00,40.7,76,33.7,7.7,234.0,33.9
SanAntonio,2021-01-11 12:00:00,42.7,74,34.9,8.8,378.0,35.6
SanAntonio,2021-01-11 13:00:00,43.6,65,32.6,10.7,143.0,35.4
SanAntonio,2021-01-11 14:00:00,44.6,64,33.2,9.0,267.0,37.2
SanAntonio,2021-01-11 15:00:00,45.2,63,33.3,10.5,224.0,37.1
SanAntonio,2021-01-11 16:00:00,46.0,60,32.9,8.5,337.0,38.7
SanAntonio,2021-01-11 17:00:00,45.2,62,32.9,8.8,186.0,37.8
SanAntonio,2021-01-11 18:00:00,45.1,62,32.8,7.1,103.0,38.4
SanAntonio,2021-01-11 19:00:00,43.7,62,31.6,4.2,0.0,38.1
SanAntonio,2021-01-11 20:00:00,42.7,68,32.8,2.7,0.0,37.8
SanAntonio,2021-01-11 21:00:00,41.1,74,33.5,3.6,0.0,36.0
SanAntonio,2021-01-11 22:00:00,38.2,76,31.3,2.9,0.0,33.0
SanAntonio,2021-01-11 23:00:00,35.6,80,30.1,2.3,0.0,30.5
SanAntonio,2021-01-12 00:00:00,33.8,84,29.5,2.5,0.0,28.6
SanAntonio,2021-01-12 01:00:00,32.4,85,28.4,3.5,0.0,26.5
SanAntonio,2021-01-12 02:00:00,31.4,86,27.7,3.3,0.0,25.6
SanAntonio,2021-01-12 03:00:00,30.6,86,26.9,2.7,0.0,24.9
SanAntonio,2021-01-12 04:00:00,29.8,88,26.7,2.6,0.0,24.1
SanAntonio,2021-01-12 05:00:00,28.0,81,22.9,2.7,0.0,21.8
SanAntonio,2021-01-12 06:00:00,28.8,86,25.1,3.9,0.0,22.4
SanAntonio,2021-01-12 07:00:00,27.4,86,23.7,1.6,0.0,21.8
SanAntonio,2021-01-12 08:00:00,27.1,84,22.9,1.4,0.0,21.5
SanAntonio,2021-01-12 09:00:00,29.2,88,26.0,0.2,26.0,24.4
SanAntonio,2021-01-12 10:00:00,34.5,90,31.8,0.7,181.0,30.3
SanAntonio,2021-01-12 11:00:00,40.0,80,34.4,0.4,380.0,36.4
SanAntonio,2021-01-12 12:00:00,43.6,67,33.3,2.5,544.0,38.9
SanAntonio,2021-01-12 13:00:00,45.1,66,34.4,3.3,646.0,41.4
SanAntonio,2021-01-12 14:00:00,46.6,61,33.9,4.0,682.0,42.9
SanAntonio,2021-01-12 15:00:00,48.4,54,32.5,3.8,663.0,44.3
SanAntonio,2021-01-12 16:00:00,48.7,53,32.3,4.5,549.0,43.0
SanAntonio,2021-01-12 17:00:00,48.4,53,32.1,4.4,407.0,42.7
SanAntonio,2021-01-12 18:00:00,48.3,56,33.3,4.4,215.0,42.8
SanAntonio,2021-01-12 19:00:00,45.4,57,31.0,4.7,0.0,39.4
SanAntonio,2021-01-12 20:00:00,41.8,68,32.1,3.7,0.0,36.5
SanAntonio,2021-01-12 21:00:00,39.8,75,32.5,2.6,0.0,34.9
SanAntonio,2021-01-12 22:00:00,38.1,75,30.8,3.2,0.0,32.7
SanAntonio,2021-01-12 23:00:00,36.7,78,30.5,2.7,0.0,31.5
SanAntonio,2021-01-13 00:00:00,35.2,81,29.9,3.3,0.0,29.7
SanAntonio,2021-01-13 01:00:00,34.1,85,30.1,3.9,0.0,28.3
SanAntonio,2021-01-13 02:00:00,32.9,86,29.2,2.2,0.0,27.8
SanAntonio,2021-01-13 03:00:00,32.4,85,28.4,2.2,0.0,27.1
SanAntonio,2021-01-13 04:00:00,32.1,86,28.4,1.1,0.0,27.3
SanAntonio,2021-01-13 05:00:00,32.0,89,29.2,1.1,0.0,27.3
SanAntonio,2021-01-13 06:00:00,31.8,89,28.9,1.1,0.0,27.0
SanAntonio,2021-01-13 07:00:00,31.4,88,28.3,1.2,0.0,26.5
SanAntonio,2021-01-13 08:00:00,31.5,84,27.2,2.2,0.0,26.0
SanAntonio,2021-01-13 09:00:00,31.6,85,27.6,2.1,27.0,26.3
SanAntonio,2021-01-13 10:00:00,39.1,80,33.5,3.4,185.0,34.1
SanAntonio,2021-01-13 11:00:00,46.3,69,36.7,7.1,387.0,40.3
SanAntonio,2021-01-13 12:00:00,50.8,60,37.5,8.6,551.0,44.3
SanAntonio,2021-01-13 13:00:00,54.6,52,37.3,9.5,670.0,48.8
SanAntonio,2021-01-13 14:00:00,58.7,42,35.6,8.9,716.0,53.3
SanAntonio,2021-01-13 15:00:00,61.6,37,35.0,7.9,691.0,56.3
SanAntonio,2021-01-13 16:00:00,62.7,34,33.9,8.1,594.0,56.2
SanAntonio,2021-01-13 17:00:00,63.4,31,32.2,7.8,440.0,56.3
SanAntonio,2021-01-13 18:00:00,62.3,31,31.2,7.3,230.0,55.2
SanAntonio,2021-01-13 19:00:00,57.4,31,27.0,4.4,0.0,51.0
SanAntonio,2021-01-13 20:00:00,52.7,37,27.2,4.9,0.0,46.1
SanAntonio,2021-01-13 21:00:00,49.6,46,29.6,2.7,0.0,44.3
SanAntonio,2021-01-13 22:00:00,47.0,51,29.8,0.9,0.0,42.4
SanAntonio,2021-01-13 23:00:00,44.9,56,30.1,1.2,0.0,40.3
SanAntonio,2021-01-14 00:00:00,44.2,58,30.3,1.3,0.0,39.6
SanAntonio,2021-01-14 01:00:00,43.1,58,29.3,2.5,0.0,37.8
SanAntonio,2021-01-14 02:00:00,40.9,66,30.5,2.7,0.0,35.7
SanAntonio,2021-01-14 03:00:00,39.9,66,29.4,4.8,0.0,33.6
SanAntonio,2021-01-14 04:00:00,38.0,71,29.4,2.4,0.0,32.8
SanAntonio,2021-01-14 05:00:00,36.7,71,28.2,1.8,0.0,31.6
SanAntonio,2021-01-14 06:00:00,34.8,79,29.0,1.8,0.0,29.8
SanAntonio,2021-01-14 07:00:00,33.8,80,28.3,3.8,0.0,27.9
SanAntonio,2021-01-14 08:00:00,33.4,78,27.3,1.8,0.0,28.1
SanAntonio,2021-01-14 09:00:00,34.5,75,27.4,1.8,27.0,29.2
SanAntonio,2021-01-14 10:00:00,42.0,84,37.5,1.6,187.0,38.5
SanAntonio,2021-01-14 11:00:00,51.3,67,40.7,5.5,382.0,46.7
SanAntonio,2021-01-14 12:00:00,59.9,45,38.5,8.4,547.0,53.7
SanAntonio,2021-01-14 13:00:00,68.4,30,35.7,9.9,655.0,62.0
SanAntonio,2021-01-14 14:00:00,71.5,23,31.8,14.3,701.0,62.9
SanAntonio,2021-01-14 15:00:00,70.6,27,35.0,17.9,674.0,60.6
SanAntonio,2021-01-14 16:00:00,68.3,32,37.3,15.6,583.0,59.0
SanAntonio,2021-01-14 17:00:00,68.1,30,35.5,13.4,425.0,59.2
SanAntonio,2021-01-14 18:00:00,66.1,28,32.1,12.2,227.0,57.2
SanAntonio,2021-01-14 19:00:00,61.9,26,26.6,7.2,0.0,54.3
